Age,Gender,Sleep Duration,Quality of Sleep,Physical Activity Level,Work Hours,Screen Time,Stress Level
43,Female,5.96,Good,High,9.14,10.0,Medium
44,Male,6.9,Average,Low,9.22,9.19,Medium
46,Female,5.49,Poor,High,10.37,8.18,High
32,Female,7.42,Good,Low,8.02,7.43,Low
18,Female,5.93,Average,High,11.15,7.61,High
45,Male,5.65,Poor,Low,11.91,9.07,High
20,Female,8.9,Good,Low,6.7,6.33,Low
35,Male,4.87,Poor,Low,12.0,10.0,High
51,Male,4.0,Poor,High,11.42,10.0,High
49,Female,7.38,Good,High,7.73,7.01,Low
46,Male,6.06,Average,Low,10.09,7.92,High
42,Female,5.72,Good,Moderate,9.2,9.59,High
43,Male,9.0,Good,Moderate,4.0,3.93,Low
56,Female,7.38,Good,High,7.31,8.14,Low
25,Male,6.43,Good,Low,6.76,7.51,Medium
36,Female,5.65,Average,High,8.88,9.82,Medium
59,Male,7.03,Good,Moderate,7.32,5.84,Medium
39,Male,4.42,Average,Moderate,9.93,8.29,High
46,Female,5.88,Good,Moderate,7.86,7.5,High
50,Male,6.46,Average,Moderate,7.1,6.51,Low
55,Male,6.76,Good,Moderate,7.46,6.21,Low
52,Female,6.33,Poor,High,8.22,6.73,Medium
20,Female,5.67,Poor,Moderate,8.97,6.36,Medium
36,Female,7.6,Good,Moderate,7.71,6.24,Low
27,Female,4.52,Poor,Low,11.33,10.0,High
44,Female,6.17,Average,Moderate,7.62,8.67,High
32,Male,5.88,Average,High,8.07,8.09,High
28,Female,7.71,Good,High,9.29,8.13,Medium
43,Male,5.95,Good,Low,9.96,8.81,Medium
41,Male,7.03,Good,Moderate,7.04,9.04,Medium
30,Male,6.9,Average,Moderate,6.6,7.9,Low
49,Male,4.3,Average,Low,10.1,5.15,High
54,Male,6.42,Average,Low,8.28,6.52,Medium
21,Female,4.41,Poor,Moderate,11.41,9.21,High
30,Female,6.92,Good,Low,5.32,8.02,Low
26,Female,5.62,Good,Low,8.22,8.7,Medium
51,Female,7.92,Good,Low,9.24,6.31,Medium
54,Female,6.28,Average,High,8.74,9.16,Medium
24,Female,5.58,Good,Low,9.49,10.0,High
18,Male,7.94,Good,Low,6.38,7.7,Low
29,Female,5.45,Average,Low,10.5,8.05,High
38,Female,7.57,Average,Moderate,5.27,7.94,Low
28,Female,7.06,Good,Moderate,7.43,7.7,Low
31,Female,6.06,Average,Moderate,6.44,5.5,Low
51,Female,4.9,Poor,Low,10.08,9.13,High
51,Male,7.99,Good,Moderate,6.47,6.17,Low
42,Male,7.1,Average,Low,5.94,5.11,Low
21,Male,5.57,Poor,Moderate,10.64,7.62,High
43,Female,6.79,Good,Moderate,9.04,7.43,Low
33,Female,7.71,Good,High,8.53,7.9,Low
27,Female,6.63,Average,Low,6.56,7.78,High
19,Male,6.79,Average,Moderate,7.01,4.99,Low
52,Male,7.74,Good,High,8.7,6.02,Low
36,Female,8.34,Poor,Low,7.63,7.5,Medium
23,Female,6.36,Good,High,10.32,8.73,Medium
36,Male,4.9,Average,Moderate,9.81,8.28,High
25,Male,4.94,Poor,Moderate,9.93,7.57,High
31,Male,5.67,Good,Low,10.07,7.74,Medium
27,Female,5.38,Poor,High,8.0,5.92,High
20,Male,4.48,Good,Moderate,10.75,6.84,High
55,Female,8.72,Good,High,9.32,9.03,Low
46,Female,7.13,Good,Moderate,7.44,7.95,Medium
32,Female,5.87,Good,Moderate,7.21,9.54,Medium
40,Male,6.46,Average,Moderate,9.03,9.21,High
40,Male,4.36,Average,High,9.56,8.64,Medium
35,Male,7.89,Good,Moderate,6.98,7.6,Low
36,Male,4.16,Poor,Low,12.0,9.84,High
45,Female,7.11,Good,Low,8.56,6.71,Medium
43,Female,4.29,Average,High,10.12,10.0,High
27,Female,6.0,Good,Low,10.01,9.48,Medium
21,Female,7.99,Good,Moderate,5.01,3.59,Low
19,Male,4.54,Good,Low,10.7,9.43,High
20,Female,6.32,Average,Low,8.22,6.51,High
24,Male,7.25,Good,Low,4.92,6.82,Low
33,Female,7.06,Good,Moderate,6.49,5.9,Low
48,Male,6.58,Good,High,8.4,10.0,Medium
27,Female,7.09,Good,Low,8.81,9.94,High
36,Female,5.77,Average,Moderate,9.26,6.85,Low
45,Male,8.82,Good,Moderate,5.82,5.07,Low
34,Female,4.57,Poor,Moderate,11.4,10.0,High
45,Male,7.89,Good,Moderate,7.44,7.29,Low
36,Female,6.73,Good,Moderate,9.47,8.21,Low
54,Male,7.24,Good,Moderate,8.45,8.0,Medium
40,Male,7.45,Good,Moderate,6.7,6.5,Low
37,Male,7.17,Average,Low,8.64,9.56,High
30,Male,5.53,Poor,Low,10.62,9.01,High
30,Female,6.16,Average,High,10.52,10.0,High
28,Male,4.76,Average,Low,9.61,9.42,High
32,Male,6.14,Average,Moderate,8.42,9.76,High
34,Male,6.89,Good,Low,9.17,8.31,Medium
45,Male,7.23,Good,Moderate,8.78,8.38,Low
36,Female,6.97,Good,Low,7.42,7.76,Low
21,Male,4.39,Poor,Low,9.8,7.89,High
39,Female,5.83,Good,Moderate,8.65,7.82,Medium
39,Female,5.71,Good,High,9.39,7.21,Low
54,Male,4.93,Poor,Low,9.0,9.33,High
56,Male,5.5,Average,Low,10.0,10.0,High
51,Male,6.5,Average,Low,6.43,3.64,Low
50,Male,8.2,Good,Moderate,5.8,7.56,Low
59,Female,5.36,Average,Low,9.86,8.84,High
57,Female,5.15,Average,Low,8.75,10.0,High
50,Male,5.78,Good,Moderate,8.72,8.49,High
29,Male,6.9,Good,Low,7.95,9.02,Low
19,Female,7.97,Average,Moderate,9.58,8.55,Medium
45,Female,6.4,Good,High,7.03,6.99,Low
27,Male,4.76,Average,Moderate,10.52,10.0,High
39,Male,5.02,Average,Low,8.75,10.0,High
34,Male,6.73,Average,Low,7.0,6.11,Medium
43,Male,7.69,Good,Moderate,6.26,6.56,Low
20,Male,8.68,Average,Moderate,6.13,5.2,Low
24,Male,5.08,Good,Low,11.64,9.79,High
25,Female,6.67,Average,Moderate,9.74,8.05,Medium
37,Female,5.26,Poor,Moderate,9.19,6.94,High
29,Female,5.42,Poor,Low,9.26,9.24,High
52,Female,5.32,Good,Moderate,10.39,9.58,Medium
34,Male,6.1,Good,High,8.97,6.94,Medium
45,Male,5.44,Average,Moderate,8.8,6.41,High
58,Female,9.0,Good,Low,6.79,8.05,Low
27,Male,5.95,Average,Low,11.0,8.96,High
39,Male,7.69,Good,Low,8.58,10.0,Low
55,Male,5.71,Average,High,10.92,9.52,Medium
50,Female,9.0,Good,Moderate,5.83,6.15,Low
39,Female,6.91,Good,Moderate,6.79,6.41,Low
54,Female,7.5,Good,Moderate,5.1,3.45,Low
30,Female,5.79,Poor,Moderate,6.72,4.58,Medium
44,Female,7.67,Good,Moderate,7.09,9.04,Medium
32,Female,6.9,Average,Low,8.71,10.0,High
39,Female,6.05,Average,Moderate,9.96,7.5,High
47,Male,5.2,Good,High,10.09,9.81,High
57,Female,6.21,Average,Moderate,7.92,9.54,Medium
54,Male,6.11,Good,Low,9.68,6.79,Medium
51,Male,7.54,Good,Low,6.02,6.2,Low
51,Female,6.22,Average,High,7.46,6.43,Low
52,Male,4.19,Poor,Low,11.55,10.0,High
59,Male,7.28,Good,High,6.24,8.22,Low
36,Female,8.05,Good,Moderate,6.03,6.82,Low
25,Male,4.5,Good,Low,9.33,9.42,High
56,Female,8.67,Good,Low,6.53,3.24,Low
50,Male,8.18,Good,Low,7.53,8.32,Medium
45,Male,5.74,Good,Low,10.0,8.95,High
54,Male,5.16,Good,Moderate,9.14,10.0,High
42,Male,7.76,Good,Moderate,7.04,7.83,Low
53,Female,4.86,Average,Moderate,11.02,9.22,High
34,Female,5.7,Good,Moderate,8.66,10.0,High
41,Female,4.92,Poor,High,8.98,8.18,High
38,Male,6.51,Average,Moderate,7.72,7.82,Medium
19,Male,8.26,Good,Low,6.01,4.13,Low
48,Male,6.95,Average,High,8.09,6.72,Low
50,Male,7.72,Good,High,7.25,6.0,Low
47,Female,6.08,Poor,Moderate,8.72,7.83,High
29,Male,6.62,Good,Moderate,7.42,5.37,Low
29,Female,5.03,Poor,Moderate,8.85,5.61,Medium
41,Male,6.38,Good,Moderate,9.4,8.74,Medium
41,Male,5.6,Poor,High,9.81,6.67,Medium
28,Female,6.31,Good,Low,8.17,8.81,Medium
30,Female,6.23,Average,Moderate,8.7,10.0,High
44,Female,6.12,Good,Low,10.33,9.57,High
25,Female,9.0,Good,Low,5.91,6.53,Low
27,Male,8.62,Good,Low,6.37,3.13,Low
25,Female,8.2,Good,Low,8.63,8.98,Medium
37,Female,8.65,Good,High,7.63,7.23,Low
25,Male,8.2,Good,High,6.03,6.94,Low
26,Male,6.47,Average,High,9.81,7.11,Medium
24,Male,6.35,Good,Low,8.45,7.51,Low
31,Male,6.78,Good,High,6.96,8.72,Low
45,Female,6.25,Average,Low,10.32,8.08,High
19,Female,5.25,Good,Low,8.9,7.74,Medium
25,Male,6.86,Good,Moderate,7.53,8.62,Low
30,Female,4.62,Good,Moderate,9.92,9.99,High
38,Female,6.67,Average,Moderate,10.77,10.0,High
45,Male,5.31,Poor,Low,8.55,6.91,High
52,Female,6.4,Good,High,7.88,7.28,Low
40,Female,6.73,Poor,High,7.86,6.15,Medium
32,Male,6.08,Average,Moderate,9.55,7.25,High
19,Female,4.53,Poor,Low,10.39,7.84,High
29,Female,5.07,Poor,Moderate,9.13,8.33,High
53,Male,7.05,Poor,Low,8.7,10.0,High
20,Female,5.83,Average,Low,10.8,10.0,High
22,Male,7.17,Good,High,5.88,6.93,Low
20,Male,6.51,Average,Low,7.67,6.0,Medium
36,Male,6.26,Good,Low,9.35,7.01,Medium
19,Male,6.92,Good,Moderate,6.6,6.19,Low
54,Male,5.69,Average,High,9.12,9.0,Medium
34,Male,6.98,Good,High,9.54,9.52,Medium
31,Female,6.0,Average,Moderate,9.75,9.18,High
45,Male,9.0,Good,Low,6.63,6.5,Low
44,Female,5.14,Average,High,10.76,9.85,High
27,Male,6.07,Poor,Low,9.32,7.7,High
20,Male,6.12,Average,High,8.48,5.77,Low
53,Male,4.88,Good,High,11.28,9.46,High
55,Female,7.37,Good,Low,7.06,7.22,Medium
42,Female,5.99,Average,Low,8.82,7.98,High
39,Male,4.0,Average,Moderate,9.01,6.02,High
56,Female,7.33,Good,Moderate,7.1,6.65,Low
47,Male,5.74,Average,Moderate,9.35,7.63,High
38,Male,6.37,Good,High,8.66,10.0,Medium
47,Female,7.31,Average,Low,8.8,9.0,Medium
45,Male,6.06,Average,Low,8.41,3.37,Low
48,Male,6.05,Average,High,8.47,8.0,Medium
43,Female,9.0,Good,Moderate,5.35,4.04,Low
39,Male,4.0,Poor,Moderate,11.29,7.72,High
38,Male,4.96,Poor,Low,11.9,6.9,High
18,Female,5.19,Good,Moderate,7.04,8.24,Medium
54,Female,8.65,Good,Low,5.76,7.55,Low
30,Male,5.73,Good,Moderate,8.85,5.95,Medium
38,Male,6.79,Good,Low,5.65,7.63,Low
26,Female,5.93,Average,Low,8.92,10.0,High
34,Female,7.22,Good,Moderate,7.36,6.84,Low
38,Male,6.48,Average,Low,7.99,6.24,Medium
48,Female,6.8,Average,High,6.88,6.71,Low
56,Female,8.04,Good,Low,6.86,8.56,Low
39,Female,7.03,Good,Low,6.57,8.57,Low
29,Male,5.62,Good,Low,8.37,7.81,Medium
23,Male,6.87,Good,Moderate,7.89,6.14,Low
33,Male,9.0,Good,High,7.23,7.43,Low
43,Male,7.18,Good,Low,8.31,7.67,Low
22,Male,6.68,Average,Moderate,9.06,8.52,High
26,Female,4.86,Average,Low,12.0,9.82,High
57,Female,7.37,Good,Low,8.16,8.0,Medium
31,Female,7.55,Good,Moderate,6.19,3.54,Low
59,Male,6.88,Good,Low,7.44,7.75,Low
47,Male,6.64,Good,High,7.33,8.84,Low
43,Female,9.0,Good,Low,5.84,5.8,Low
46,Female,7.53,Good,Moderate,6.98,7.07,Low
36,Female,7.99,Good,High,5.88,3.71,Low
25,Female,6.58,Good,Moderate,9.53,9.45,High
40,Male,6.34,Good,Moderate,9.85,10.0,Medium
59,Male,7.26,Good,Low,7.96,10.0,Medium
52,Female,6.34,Good,Moderate,7.46,3.66,Low
48,Male,6.44,Average,Moderate,8.71,8.89,Low
52,Male,7.06,Good,Moderate,7.21,4.44,Low
49,Male,5.88,Good,High,10.66,10.0,Medium
22,Male,6.76,Good,Moderate,6.81,5.94,Low
33,Female,6.6,Good,High,9.19,9.18,Low
34,Female,7.66,Average,Low,8.1,8.32,Medium
49,Male,5.77,Average,Moderate,10.31,9.34,High
55,Female,4.1,Poor,High,11.14,9.11,High
49,Male,6.13,Good,High,8.47,8.17,Low
37,Female,6.98,Average,Low,10.89,10.0,High
19,Female,7.66,Good,Low,6.29,6.8,Low
37,Female,5.67,Average,Low,10.19,10.0,High
35,Female,7.15,Average,Low,7.87,5.43,Low
18,Female,7.86,Good,Low,7.55,7.38,Low
46,Female,7.4,Good,Moderate,8.01,6.88,Low
46,Female,5.55,Good,Moderate,8.15,8.87,Medium
36,Male,5.68,Average,Low,7.71,8.19,Medium
57,Female,7.02,Good,Moderate,6.45,5.74,Low
23,Male,8.45,Good,Low,6.01,6.44,Low
56,Female,6.52,Good,Low,8.78,7.94,Medium
25,Female,6.3,Good,Low,7.88,8.1,Medium
41,Female,4.86,Poor,High,8.42,8.42,Medium
37,Male,6.06,Good,High,10.04,9.13,High
31,Male,5.64,Average,High,7.51,5.25,Medium
22,Male,6.53,Good,High,9.05,10.0,Low
58,Male,4.68,Poor,High,9.42,10.0,High
57,Male,6.11,Average,Low,10.35,9.38,Low
51,Female,5.29,Good,Low,9.08,9.13,High
33,Male,7.63,Average,Moderate,5.26,6.58,Low
24,Male,5.47,Poor,Moderate,9.48,7.6,High
33,Male,5.81,Good,Moderate,8.18,9.59,Medium
24,Female,6.84,Poor,Low,9.13,5.34,Medium
44,Female,5.96,Good,High,9.44,6.05,Low
31,Female,9.0,Average,Moderate,5.25,4.6,Low
31,Male,7.62,Good,Moderate,6.18,6.83,Low
50,Female,6.52,Average,Moderate,7.16,7.21,Medium
50,Male,6.94,Good,Low,7.36,7.26,Medium
37,Female,4.0,Poor,Moderate,12.0,10.0,High
53,Female,7.98,Good,High,6.85,6.31,Low
24,Female,7.11,Good,Moderate,9.03,6.41,Medium
49,Female,6.41,Poor,Low,6.81,4.7,Medium
20,Female,7.18,Average,Low,5.51,3.93,Medium
56,Male,7.33,Good,High,6.54,4.94,Low
46,Male,6.0,Average,High,9.79,6.73,Medium
41,Female,6.96,Average,High,7.69,5.23,Low
39,Male,7.76,Good,Moderate,8.31,7.41,Medium
23,Female,7.05,Average,Low,9.47,10.0,Medium
41,Female,6.2,Average,Moderate,7.65,8.02,Medium
57,Female,6.86,Good,Moderate,9.14,7.01,Medium
40,Female,8.16,Good,High,8.51,6.92,Medium
55,Female,7.44,Good,Moderate,8.8,10.0,Medium
27,Female,5.1,Average,Moderate,7.99,6.84,Medium
33,Female,7.2,Average,Moderate,5.57,4.27,Low
28,Male,7.04,Good,Moderate,7.42,6.76,Low
49,Male,7.9,Good,Moderate,6.61,5.77,Low
23,Female,6.54,Average,High,9.47,7.34,High
41,Male,6.06,Average,Low,7.78,7.5,Medium
50,Female,4.86,Average,Moderate,10.64,10.0,High
29,Male,5.67,Poor,Low,8.03,5.64,High
44,Male,7.95,Good,Low,7.46,7.8,Low
55,Female,6.74,Good,Low,7.71,8.88,Medium
35,Female,6.38,Poor,Moderate,9.05,9.01,High
56,Male,8.05,Good,Moderate,6.51,8.11,Low
30,Female,7.81,Average,Low,4.54,5.98,Low
57,Male,5.62,Average,Moderate,9.99,7.95,High
47,Female,7.94,Good,High,8.46,10.0,Low
58,Male,4.51,Poor,Low,9.49,9.42,High
30,Male,7.05,Average,Moderate,8.92,10.0,Medium
51,Male,6.91,Average,High,7.35,4.35,Low
53,Female,7.88,Good,Moderate,5.5,9.44,Low
47,Male,6.96,Good,Low,7.31,8.41,Low
42,Female,6.21,Good,Low,8.57,8.7,Medium
19,Female,6.3,Average,Low,7.12,5.6,Medium
53,Female,9.0,Average,Low,7.62,8.45,Medium
35,Female,6.6,Good,Low,6.56,8.39,High
22,Female,7.22,Good,Moderate,7.13,4.36,Low
36,Male,4.07,Poor,Moderate,9.82,9.73,High
59,Female,5.51,Good,Low,11.11,8.81,High
35,Female,7.12,Good,Moderate,6.07,7.12,Low
49,Male,4.56,Good,Moderate,11.43,8.46,High
38,Male,7.16,Good,Low,8.08,9.56,Medium
27,Female,5.63,Average,Moderate,7.87,7.39,Medium
54,Female,5.26,Good,Moderate,9.32,9.65,High
39,Female,5.63,Average,High,9.15,9.85,Medium
30,Male,8.33,Good,Moderate,7.37,7.61,Medium
34,Female,6.9,Good,Low,7.33,5.83,Low
26,Female,5.41,Poor,Moderate,10.35,10.0,High
41,Male,7.43,Good,Moderate,7.63,7.2,Medium
31,Male,7.5,Good,Moderate,8.04,7.91,Low
25,Male,6.04,Average,Low,7.9,6.98,Medium
54,Female,7.65,Good,High,7.06,4.26,Low
36,Female,7.71,Good,Moderate,7.42,7.28,Low
45,Female,7.52,Good,Moderate,7.58,6.41,Low
58,Male,5.69,Average,Low,9.26,8.93,High
47,Male,5.09,Poor,Moderate,12.0,10.0,High
24,Female,4.47,Poor,High,11.22,9.06,High
43,Male,5.71,Average,Moderate,10.16,10.0,Medium
57,Male,6.06,Average,Low,9.24,8.0,High
28,Male,6.16,Good,Moderate,9.48,8.76,High
31,Male,6.44,Average,Low,8.8,10.0,Medium
38,Female,8.58,Good,High,8.6,6.51,Low
25,Female,6.09,Good,Moderate,8.84,9.45,Medium
20,Male,6.44,Good,Moderate,9.56,7.57,Low
45,Male,4.32,Poor,Low,12.0,10.0,High
46,Male,9.0,Good,Moderate,6.78,7.34,Low
40,Male,4.92,Average,Moderate,9.74,10.0,High
35,Male,5.65,Average,Low,8.47,6.4,Medium
52,Female,7.33,Good,Low,7.08,7.34,Medium
30,Male,6.8,Good,High,8.67,6.95,Medium
29,Female,8.47,Good,Low,8.67,9.04,Medium
22,Female,7.36,Good,Moderate,8.36,9.31,Medium
56,Male,6.4,Average,High,8.14,8.7,Medium
28,Female,7.75,Good,Low,6.88,5.61,Medium
28,Male,7.89,Good,High,6.93,5.2,Low
59,Male,5.71,Good,Low,7.68,7.12,Medium
48,Male,7.66,Good,High,6.79,4.91,Low
48,Female,6.23,Good,Moderate,8.17,8.49,Medium
30,Female,6.38,Average,Low,11.95,10.0,High
31,Female,6.67,Good,Moderate,9.44,7.43,Medium
59,Male,6.04,Good,Moderate,7.67,8.15,High
42,Female,5.98,Average,Moderate,7.14,5.81,Low
50,Female,7.68,Good,Moderate,5.75,7.91,Low
50,Female,4.67,Poor,High,12.0,10.0,High
32,Male,5.23,Average,Low,8.15,7.59,High
33,Female,7.31,Average,Moderate,9.62,9.88,Medium
55,Male,6.41,Good,Low,8.88,9.47,Medium
23,Female,7.69,Average,Moderate,7.01,5.12,Low
42,Female,6.93,Good,High,6.7,7.43,Low
32,Female,4.9,Good,Moderate,11.62,9.2,High
21,Male,6.58,Good,Moderate,9.08,8.54,Medium
21,Male,7.14,Average,Low,8.94,7.74,Medium
47,Female,6.78,Poor,High,7.89,7.57,Medium
51,Female,5.94,Poor,Low,9.86,10.0,High
44,Male,6.17,Good,High,10.61,7.71,Medium
48,Male,5.83,Good,Moderate,9.88,6.29,High
49,Female,4.91,Average,Low,8.82,7.5,High
56,Female,4.74,Poor,High,10.88,10.0,High
26,Male,6.97,Good,Moderate,8.94,6.91,Low
58,Female,5.45,Average,Low,11.56,9.32,High
25,Male,7.19,Good,Low,8.51,9.71,High
31,Female,5.79,Good,Low,10.53,10.0,High
50,Female,4.92,Average,Low,10.82,10.0,High
40,Female,6.01,Good,Moderate,7.36,7.76,Low
38,Female,9.0,Good,Moderate,7.0,8.4,Low
29,Male,6.39,Good,Low,8.75,7.5,Medium
19,Female,7.28,Good,Low,10.12,10.0,Medium
30,Female,6.7,Good,Moderate,6.57,5.4,Low
21,Female,4.81,Average,Low,8.83,10.0,High
37,Female,8.24,Good,Low,7.63,8.91,Low
31,Female,6.2,Good,Moderate,10.61,10.0,Medium
47,Female,4.93,Poor,Moderate,9.93,8.44,High
46,Male,5.89,Poor,Moderate,8.97,9.32,High
25,Female,6.25,Good,Moderate,9.0,8.27,Medium
29,Male,7.4,Good,Moderate,7.02,6.08,Medium
58,Male,5.68,Average,High,10.51,10.0,High
55,Male,9.0,Good,High,5.42,2.94,Low
43,Male,5.38,Average,Moderate,10.46,10.0,High
19,Female,7.23,Good,Low,6.18,4.78,Low
57,Female,4.13,Average,Low,12.0,10.0,High
31,Female,6.35,Good,Low,6.11,4.04,Low
23,Male,6.94,Average,Low,6.78,6.13,Medium
59,Female,5.16,Average,Moderate,12.0,10.0,High
57,Male,8.3,Good,Low,6.82,8.08,Low
48,Male,7.02,Average,High,7.19,6.0,Low
34,Female,6.12,Poor,High,7.35,5.76,Medium
42,Male,7.01,Average,Moderate,7.47,8.76,High
49,Male,5.79,Good,Moderate,9.56,10.0,High
29,Male,8.0,Good,Moderate,7.58,5.94,Low
30,Male,7.72,Good,Low,7.67,3.45,Low
36,Female,6.95,Poor,Low,5.91,8.42,Medium
42,Male,7.23,Good,Moderate,7.94,7.34,Low
48,Male,4.73,Average,Low,10.68,8.12,High
54,Male,8.26,Good,Moderate,7.16,7.1,Low
42,Female,6.38,Average,Moderate,8.66,10.0,Medium
33,Female,7.73,Good,Moderate,5.8,7.05,Low
55,Male,7.4,Average,Low,6.49,7.71,High
40,Female,7.71,Good,Low,8.75,8.37,Low
31,Female,5.24,Average,Low,8.83,8.9,High
23,Female,5.4,Poor,Low,8.73,10.0,High
42,Female,9.0,Good,Moderate,5.64,4.59,Low
40,Male,4.68,Poor,Low,8.86,9.34,High
29,Male,5.18,Poor,Moderate,10.58,9.35,High
30,Female,6.55,Average,Moderate,6.93,6.76,Low
53,Female,6.55,Good,Moderate,9.75,7.11,Medium
56,Female,5.85,Good,Low,7.54,7.91,Medium
51,Female,7.24,Good,Low,7.42,8.07,High
23,Female,7.58,Good,Low,7.83,7.2,Low
55,Female,6.48,Good,Moderate,9.47,10.0,Medium
57,Female,6.18,Good,Moderate,8.55,8.11,Medium
25,Male,6.47,Good,Moderate,7.69,4.2,Medium
25,Male,5.9,Good,Low,10.8,10.0,High
57,Female,4.46,Average,Low,10.76,7.79,High
50,Female,6.86,Good,Moderate,7.94,9.7,Low
51,Male,7.42,Good,Moderate,5.4,8.59,Low
32,Male,6.32,Good,High,8.91,9.75,Medium
53,Female,4.0,Poor,Moderate,10.99,9.69,High
52,Male,5.81,Average,Low,7.56,8.19,Medium
39,Male,7.59,Average,Moderate,6.47,5.41,Low
40,Female,4.77,Poor,Low,10.34,10.0,High
57,Male,7.34,Good,Moderate,8.22,6.56,Low
39,Female,5.97,Average,Low,7.81,10.0,High
22,Male,6.48,Average,Low,7.31,5.64,Medium
48,Female,5.68,Average,High,9.46,6.16,Medium
30,Male,5.14,Average,High,8.85,7.95,High
45,Male,8.22,Good,Low,6.54,7.47,Low
37,Female,7.48,Good,Low,9.65,10.0,Medium
50,Male,7.27,Good,Moderate,7.68,6.29,Low
33,Male,7.59,Good,High,8.64,8.14,Low
46,Female,7.1,Poor,Moderate,6.41,6.49,Medium
40,Male,7.63,Average,Low,6.45,4.94,Low
41,Male,5.7,Average,High,8.35,6.34,Low
51,Female,8.15,Average,Low,5.53,3.04,Low
24,Female,8.05,Average,Low,4.83,7.67,Low
55,Female,6.96,Good,Low,8.27,6.6,Low
54,Female,6.15,Average,Low,9.31,5.39,High
21,Female,5.03,Average,Moderate,8.84,7.61,Medium
51,Female,6.77,Average,Low,7.34,8.97,Medium
59,Female,8.52,Good,High,6.57,7.37,Low
39,Female,5.11,Poor,Moderate,9.91,9.7,High
22,Male,7.72,Good,Low,8.52,10.0,Medium
59,Male,5.93,Poor,Low,10.43,10.0,High
40,Female,6.04,Good,High,8.16,3.79,Low
32,Male,5.09,Poor,Low,9.83,8.16,High
48,Female,5.6,Poor,Moderate,8.2,8.39,Medium
26,Male,7.28,Good,Moderate,9.52,8.95,Medium
42,Male,7.43,Good,Moderate,7.89,8.36,Medium
42,Female,6.78,Good,Moderate,9.41,10.0,Medium
38,Male,5.9,Good,Low,8.66,6.61,Low
26,Male,5.18,Poor,Moderate,11.04,6.35,High
55,Male,6.57,Good,Moderate,9.32,4.87,Low
39,Female,6.06,Average,Moderate,10.47,10.0,High
40,Male,6.75,Good,Moderate,6.64,6.41,Low
21,Male,6.11,Good,Low,8.98,6.05,Medium
46,Female,6.15,Good,Low,10.17,8.77,High
32,Male,6.69,Good,Low,7.19,6.31,Low
18,Male,6.92,Good,Low,8.71,7.57,Medium
47,Male,7.97,Average,High,7.72,4.53,Low
46,Male,6.1,Average,Low,9.74,9.71,Medium
37,Female,7.15,Good,High,8.25,8.85,Low
50,Female,8.66,Good,Moderate,7.08,7.15,Low
58,Female,7.19,Good,Low,8.33,7.72,Medium
53,Male,7.9,Good,Low,8.52,8.23,Low
39,Female,5.76,Average,High,8.38,7.94,Medium
30,Male,5.64,Average,Low,9.77,6.18,High
24,Male,6.31,Average,Low,10.15,7.85,High
25,Female,6.44,Average,High,7.62,7.65,Medium
45,Female,7.78,Good,Moderate,6.39,5.37,Low
26,Female,5.62,Average,Low,10.01,10.0,High
42,Male,6.39,Good,High,10.27,7.16,Low
33,Male,7.79,Average,Moderate,7.05,10.0,High
27,Male,6.76,Good,Moderate,8.35,10.0,Medium
28,Male,6.49,Good,High,8.95,7.84,Medium
48,Female,6.79,Good,Low,7.63,5.1,Low
29,Female,5.15,Average,High,12.0,9.6,High
48,Male,5.13,Average,Moderate,8.76,9.95,High
31,Male,4.59,Average,Low,10.52,8.86,High
49,Female,6.75,Average,Low,8.38,8.46,Medium
34,Female,7.6,Good,Moderate,4.77,5.42,Low
52,Male,7.42,Good,Low,6.57,7.46,Low
18,Female,7.87,Average,Low,5.51,6.61,Low
46,Male,8.25,Good,Moderate,7.61,6.88,Low
21,Male,6.67,Average,Moderate,6.3,8.59,Low
40,Male,6.42,Average,Low,9.71,9.56,High
45,Male,8.27,Good,High,5.31,7.49,Low
33,Female,5.66,Average,Low,10.49,8.98,High
29,Female,5.09,Poor,Low,8.23,7.51,High
38,Male,6.09,Average,Moderate,9.42,10.0,High
34,Male,5.95,Average,Moderate,10.17,9.06,Medium
57,Male,6.56,Good,Low,9.13,10.0,Medium
30,Male,5.48,Average,Low,8.05,5.45,Medium
49,Male,6.94,Good,Moderate,9.42,9.13,Medium
54,Female,5.82,Good,Moderate,9.83,8.27,Medium
32,Male,7.97,Good,Low,4.2,7.25,Low
29,Female,5.07,Poor,Low,10.06,8.03,High
32,Male,6.33,Average,Low,12.0,9.76,High
51,Male,6.1,Poor,Low,10.24,10.0,High
23,Male,6.78,Average,Low,7.62,5.76,High
34,Male,7.61,Good,Low,8.04,7.82,High
37,Female,6.82,Good,Low,7.71,6.49,Medium
26,Female,6.35,Average,Low,9.87,9.12,High
22,Female,7.33,Good,High,6.69,6.55,Low
40,Male,7.51,Good,Moderate,8.94,10.0,Medium
50,Female,6.82,Good,Moderate,9.28,9.19,Medium
55,Male,6.97,Good,Low,8.8,6.2,Low
31,Male,7.28,Good,Low,10.2,7.76,Low
34,Female,4.53,Good,Low,11.68,9.52,High
36,Male,6.08,Average,Low,10.15,8.06,High
50,Male,6.95,Good,Moderate,9.4,10.0,Medium
18,Female,6.15,Average,Low,9.71,7.96,High
30,Female,6.15,Average,High,9.41,8.53,High
44,Male,6.95,Good,Low,7.24,7.97,Low
23,Female,6.98,Good,High,7.22,10.0,Medium
23,Female,7.06,Good,Low,8.46,7.7,Medium
